time_ms,target_rpm,measured_rpm,error,pwm
20,180.00,185.71,-5.71,0.00
40,180.00,135.71,44.28,575.71
60,180.00,128.57,51.42,668.57
80,180.00,185.71,-5.71,0.00
100,180.00,164.28,15.71,204.28
120,180.00,110.71,69.28,900.71
140,180.00,160.71,19.28,250.71
160,180.00,200.00,-20.00,0.00
180,180.00,132.14,47.85,622.14
200,180.00,128.57,51.42,668.57
220,180.00,192.85,-12.85,0.00
240,180.00,167.85,12.14,157.85
260,180.00,107.14,72.85,947.14
280,180.00,157.14,22.85,297.14
300,180.00,203.57,-23.57,0.00
320,180.00,142.85,37.14,482.85
340,180.00,121.42,58.57,761.42
360,180.00,182.14,-2.14,0.00
380,180.00,175.00,5.00,65.00
400,180.00,96.42,83.57,999.00
420,180.00,150.00,30.00,390.00
440,180.00,210.71,-30.71,0.00
460,180.00,157.14,22.85,297.14
480,180.00,110.71,69.28,900.71
500,180.00,171.42,8.57,111.42
520,180.00,189.28,-9.28,0.00
540,180.00,114.28,65.71,854.28
560,180.00,139.28,40.71,529.28
580,180.00,207.14,-27.14,0.00
600,180.00,160.71,19.28,250.71
620,180.00,114.28,65.71,854.28
640,180.00,160.71,19.28,250.71
660,180.00,192.85,-12.85,0.00
680,180.00,132.14,47.85,622.14
700,180.00,125.00,54.99,714.99
720,180.00,192.85,-12.85,0.00
740,180.00,171.42,8.57,111.42
760,180.00,107.14,72.85,947.14
780,180.00,150.00,30.00,390.00
800,180.00,207.14,-27.14,0.00
820,180.00,153.57,26.42,343.57
840,180.00,114.28,65.71,854.28
860,180.00,171.42,8.57,111.42
880,180.00,185.71,-5.71,0.00
900,180.00,110.71,69.28,900.71
920,180.00,142.85,37.14,482.85
940,180.00,207.14,-27.14,0.00
960,180.00,157.14,22.85,297.14
980,180.00,114.28,65.71,854.28
1000,180.00,167.85,12.14,157.85
1020,180.00,185.71,-5.71,0.00
1040,180.00,117.85,62.14,807.85
1060,180.00,135.71,44.28,575.71
1080,180.00,203.57,-23.57,0.00
1100,180.00,167.85,12.14,157.85
1120,180.00,107.14,72.85,947.14
1140,180.00,153.57,26.42,343.57
1160,180.00,207.14,-27.14,0.00
1180,180.00,150.00,30.00,390.00
1200,180.00,114.28,65.71,854.28
1220,180.00,178.57,1.42,18.57
1240,180.00,178.57,1.42,18.57
1260,180.00,100.00,79.99,999.00
1280,180.00,139.28,40.71,529.28
1300,180.00,221.42,-41.42,0.00
1320,180.00,171.42,8.57,111.42
1340,180.00,100.00,79.99,999.00
1360,180.00,153.57,26.42,343.57
1380,180.00,207.14,-27.14,0.00
1400,180.00,150.00,30.00,390.00
1420,180.00,117.85,62.14,807.85
1440,180.00,171.42,8.57,111.42
1460,180.00,182.14,-2.14,0.00
1480,180.00,110.71,69.28,900.71
1500,180.00,135.71,44.28,575.71
1520,180.00,214.28,-34.28,0.00
1540,180.00,171.42,8.57,111.42
1560,180.00,107.14,72.85,947.14
1580,180.00,146.42,33.57,436.42
1600,180.00,214.28,-34.28,0.00
1620,180.00,157.14,22.85,297.14
1640,180.00,114.28,65.71,854.28
1660,180.00,167.85,12.14,157.85
1680,180.00,185.71,-5.71,0.00
1700,180.00,117.85,62.14,807.85
1720,180.00,132.14,47.85,622.14
1740,180.00,207.14,-27.14,0.00
1760,180.00,175.00,5.00,65.00
1780,180.00,100.00,79.99,999.00
1800,180.00,146.42,33.57,436.42
1820,180.00,214.28,-34.28,0.00
1840,180.00,160.71,19.28,250.71
1860,180.00,107.14,72.85,947.14
1880,180.00,167.85,12.14,157.85
1900,180.00,200.00,-20.00,0.00
1920,180.00,121.42,58.57,761.42
1940,180.00,132.14,47.85,622.14
1960,180.00,203.57,-23.57,0.00
1980,180.00,167.85,12.14,157.85
2000,180.00,107.14,72.85,947.14
2020,180.00,157.14,22.85,297.14
2040,180.00,203.57,-23.57,0.00
2060,180.00,139.28,40.71,529.28
2080,180.00,121.42,58.57,761.42
2100,180.00,189.28,-9.28,0.00
2120,180.00,171.42,8.57,111.42
2140,180.00,103.57,76.42,993.57
2160,180.00,153.57,26.42,343.57
2180,180.00,207.14,-27.14,0.00
2200,180.00,150.00,30.00,390.00
2220,180.00,114.28,65.71,854.28
2240,180.00,178.57,1.42,18.57
2260,180.00,178.57,1.42,18.57
2280,180.00,100.00,79.99,999.00
2300,180.00,142.85,37.14,482.85
2320,180.00,214.28,-34.28,0.00
2340,180.00,167.85,12.14,157.85
2360,180.00,103.57,76.42,993.57
2380,180.00,157.14,22.85,297.14
2400,180.00,210.71,-30.71,0.00
2420,180.00,142.85,37.14,482.85
2440,180.00,121.42,58.57,761.42
2460,180.00,182.14,-2.14,0.00
2480,180.00,167.85,12.14,157.85
2500,180.00,107.14,72.85,947.14
2520,180.00,157.14,22.85,297.14
2540,180.00,203.57,-23.57,0.00
2560,180.00,139.28,40.71,529.28
2580,180.00,121.42,58.57,761.42
2600,180.00,189.28,-9.28,0.00
2620,180.00,175.00,5.00,65.00
2640,180.00,100.00,79.99,999.00
2660,180.00,142.85,37.14,482.85
2680,180.00,221.42,-41.42,0.00
2700,180.00,164.28,15.71,204.28
2720,180.00,110.71,69.28,900.71
2740,180.00,160.71,19.28,250.71
2760,180.00,196.42,-16.42,0.00
2780,180.00,132.14,47.85,622.14
2800,180.00,128.57,51.42,668.57
2820,180.00,189.28,-9.28,0.00
2840,180.00,167.85,12.14,157.85
2860,180.00,107.14,72.85,947.14
2880,180.00,153.57,26.42,343.57
2900,180.00,210.71,-30.71,0.00
2920,180.00,146.42,33.57,436.42
2940,180.00,121.42,58.57,761.42
2960,180.00,175.00,5.00,65.00
2980,180.00,175.00,5.00,65.00
3000,180.00,110.71,69.28,900.71
3020,180.00,142.85,37.14,482.85
3040,180.00,210.71,-30.71,0.00
3060,180.00,160.71,19.28,250.71
3080,180.00,107.14,72.85,947.14
3100,180.00,167.85,12.14,157.85
3120,180.00,200.00,-20.00,0.00
3140,180.00,121.42,58.57,761.42
3160,180.00,135.71,44.28,575.71
3180,180.00,200.00,-20.00,0.00
3200,180.00,164.28,15.71,204.28
3220,180.00,107.14,72.85,947.14
3240,180.00,164.28,15.71,204.28
3260,180.00,196.42,-16.42,0.00
3280,180.00,128.57,51.42,668.57
3300,180.00,132.14,47.85,622.14
3320,180.00,189.28,-9.28,0.00
3340,180.00,164.28,15.71,204.28
3360,180.00,110.71,69.28,900.71
3380,180.00,157.14,22.85,297.14
3400,180.00,200.00,-20.00,0.00
3420,180.00,139.28,40.71,529.28
3440,180.00,121.42,58.57,761.42
3460,180.00,185.71,-5.71,0.00
3480,180.00,175.00,5.00,65.00
3500,180.00,100.00,79.99,999.00
3520,180.00,146.42,33.57,436.42
3540,180.00,214.28,-34.28,0.00
3560,180.00,160.71,19.28,250.71
3580,180.00,110.71,69.28,900.71
3600,180.00,167.85,12.14,157.85
3620,180.00,189.28,-9.28,0.00
3640,180.00,117.85,62.14,807.85
3660,180.00,139.28,40.71,529.28
3680,180.00,200.00,-20.00,0.00
3700,180.00,160.71,19.28,250.71
3720,180.00,114.28,65.71,854.28
3740,180.00,157.14,22.85,297.14
3760,180.00,200.00,-20.00,0.00
3780,180.00,135.71,44.28,575.71
3800,180.00,128.57,51.42,668.57
3820,180.00,185.71,-5.71,0.00
3840,180.00,164.28,15.71,204.28
3860,180.00,110.71,69.28,900.71
3880,180.00,157.14,22.85,297.14
3900,180.00,200.00,-20.00,0.00
3920,180.00,139.28,40.71,529.28
3940,180.00,125.00,54.99,714.99
3960,180.00,182.14,-2.14,0.00
3980,180.00,167.85,12.14,157.85
4000,180.00,107.14,72.85,947.14
4020,180.00,153.57,26.42,343.57
4040,180.00,207.14,-27.14,0.00
4060,180.00,150.00,30.00,390.00
4080,180.00,114.28,65.71,854.28
4100,180.00,178.57,1.42,18.57
4120,180.00,178.57,1.42,18.57
4140,180.00,100.00,79.99,999.00
4160,180.00,142.85,37.14,482.85
4180,180.00,217.85,-37.85,0.00
4200,180.00,164.28,15.71,204.28
4220,180.00,110.71,69.28,900.71
4240,180.00,157.14,22.85,297.14
4260,180.00,200.00,-20.00,0.00
4280,180.00,139.28,40.71,529.28
4300,180.00,121.42,58.57,761.42
4320,180.00,189.28,-9.28,0.00
4340,180.00,175.00,5.00,65.00
4360,180.00,100.00,79.99,999.00
4380,180.00,146.42,33.57,436.42
4400,180.00,214.28,-34.28,0.00
4420,180.00,160.71,19.28,250.71
4440,180.00,110.71,69.28,900.71
4460,180.00,164.28,15.71,204.28
4480,180.00,192.85,-12.85,0.00
4500,180.00,128.57,51.42,668.57
4520,180.00,125.00,54.99,714.99
4540,180.00,200.00,-20.00,0.00
4560,180.00,178.57,1.42,18.57
4580,180.00,96.42,83.57,999.00
4600,180.00,139.28,40.71,529.28
4620,180.00,217.85,-37.85,0.00
4640,180.00,171.42,8.57,111.42
4660,180.00,103.57,76.42,993.57
4680,180.00,153.57,26.42,343.57
4700,180.00,207.14,-27.14,0.00
4720,180.00,146.42,33.57,436.42
4740,180.00,121.42,58.57,761.42
4760,180.00,178.57,1.42,18.57
4780,180.00,167.85,12.14,157.85
4800,180.00,110.71,69.28,900.71
4820,180.00,153.57,26.42,343.57
4840,180.00,200.00,-20.00,0.00
4860,180.00,146.42,33.57,436.42
4880,180.00,117.85,62.14,807.85
4900,180.00,178.57,1.42,18.57
4920,180.00,178.57,1.42,18.57
4940,180.00,96.42,83.57,999.00
4960,180.00,139.28,40.71,529.28
4980,180.00,221.42,-41.42,0.00
5000,180.00,171.42,8.57,111.42
5020,180.00,103.57,76.42,993.57
5040,180.00,153.57,26.42,343.57
5060,180.00,210.71,-30.71,0.00
5080,180.00,146.42,33.57,436.42
5100,180.00,121.42,58.57,761.42
5120,180.00,178.57,1.42,18.57
5140,180.00,167.85,12.14,157.85
5160,180.00,107.14,72.85,947.14
5180,180.00,160.71,19.28,250.71
5200,180.00,200.00,-20.00,0.00
5220,180.00,132.14,47.85,622.14
5240,180.00,128.57,51.42,668.57
5260,180.00,189.28,-9.28,0.00
5280,180.00,167.85,12.14,157.85
5300,180.00,103.57,76.42,993.57
5320,180.00,157.14,22.85,297.14
5340,180.00,210.71,-30.71,0.00
5360,180.00,142.85,37.14,482.85
5380,180.00,117.85,62.14,807.85
5400,180.00,185.71,-5.71,0.00
5420,180.00,178.57,1.42,18.57
5440,180.00,96.42,83.57,999.00
5460,180.00,139.28,40.71,529.28
5480,180.00,221.42,-41.42,0.00
5500,180.00,175.00,5.00,65.00
5520,180.00,96.42,83.57,999.00
5540,180.00,146.42,33.57,436.42
5560,180.00,217.85,-37.85,0.00
5580,180.00,157.14,22.85,297.14
5600,180.00,117.85,62.14,807.85
5620,180.00,160.71,19.28,250.71
5640,180.00,192.85,-12.85,0.00
5660,180.00,128.57,51.42,668.57
5680,180.00,128.57,51.42,668.57
5700,180.00,196.42,-16.42,0.00
5720,180.00,167.85,12.14,157.85
5740,180.00,107.14,72.85,947.14
5760,180.00,157.14,22.85,297.14
5780,180.00,203.57,-23.57,0.00
5800,180.00,139.28,40.71,529.28
5820,180.00,125.00,54.99,714.99
5840,180.00,185.71,-5.71,0.00
5860,180.00,167.85,12.14,157.85
5880,180.00,103.57,76.42,993.57
5900,180.00,160.71,19.28,250.71
5920,180.00,203.57,-23.57,0.00
5940,180.00,139.28,40.71,529.28
5960,180.00,121.42,58.57,761.42
5980,180.00,185.71,-5.71,0.00
6000,180.00,175.00,5.00,65.00
6020,180.00,100.00,79.99,999.00
6040,180.00,142.85,37.14,482.85
6060,180.00,221.42,-41.42,0.00
6080,180.00,164.28,15.71,204.28
6100,180.00,110.71,69.28,900.71
6120,180.00,160.71,19.28,250.71
6140,180.00,196.42,-16.42,0.00
6160,180.00,132.14,47.85,622.14
6180,180.00,128.57,51.42,668.57
6200,180.00,189.28,-9.28,0.00
6220,180.00,167.85,12.14,157.85
6240,180.00,107.14,72.85,947.14
6260,180.00,153.57,26.42,343.57
6280,180.00,207.14,-27.14,0.00
6300,180.00,150.00,30.00,390.00
6320,180.00,114.28,65.71,854.28
6340,180.00,178.57,1.42,18.57
6360,180.00,178.57,1.42,18.57
6380,180.00,100.00,79.99,999.00
6400,180.00,142.85,37.14,482.85
6420,180.00,217.85,-37.85,0.00
6440,180.00,164.28,15.71,204.28
6460,180.00,110.71,69.28,900.71
6480,180.00,157.14,22.85,297.14
6500,180.00,203.57,-23.57,0.00
6520,180.00,135.71,44.28,575.71
6540,180.00,128.57,51.42,668.57
6560,180.00,189.28,-9.28,0.00
6580,180.00,164.28,15.71,204.28
6600,180.00,107.14,72.85,947.14
6620,180.00,164.28,15.71,204.28
6640,180.00,200.00,-20.00,0.00
6660,180.00,128.57,51.42,668.57
6680,180.00,128.57,51.42,668.57
6700,180.00,196.42,-16.42,0.00
6720,180.00,171.42,8.57,111.42
6740,180.00,100.00,79.99,999.00
6760,180.00,153.57,26.42,343.57
6780,180.00,210.71,-30.71,0.00
6800,180.00,150.00,30.00,390.00
6820,180.00,114.28,65.71,854.28
6840,180.00,178.57,1.42,18.57
6860,180.00,178.57,1.42,18.57
6880,180.00,100.00,79.99,999.00
6900,180.00,142.85,37.14,482.85
6920,180.00,217.85,-37.85,0.00
6940,180.00,164.28,15.71,204.28
6960,180.00,110.71,69.28,900.71
6980,180.00,160.71,19.28,250.71
7000,180.00,192.85,-12.85,0.00
7020,180.00,132.14,47.85,622.14
7040,180.00,128.57,51.42,668.57
7060,180.00,189.28,-9.28,0.00
7080,180.00,167.85,12.14,157.85
7100,180.00,107.14,72.85,947.14
7120,180.00,153.57,26.42,343.57
7140,180.00,207.14,-27.14,0.00
7160,180.00,150.00,30.00,390.00
7180,180.00,114.28,65.71,854.28
7200,180.00,178.57,1.42,18.57
7220,180.00,178.57,1.42,18.57
7240,180.00,100.00,79.99,999.00
7260,180.00,139.28,40.71,529.28
7280,180.00,225.00,-45.00,0.00
7300,180.00,171.42,8.57,111.42
7320,180.00,103.57,76.42,993.57
7340,180.00,153.57,26.42,343.57
7360,180.00,210.71,-30.71,0.00
7380,180.00,150.00,30.00,390.00
7400,180.00,117.85,62.14,807.85
7420,180.00,171.42,8.57,111.42
7440,180.00,182.14,-2.14,0.00
7460,180.00,110.71,69.28,900.71
7480,180.00,139.28,40.71,529.28
7500,180.00,210.71,-30.71,0.00
7520,180.00,167.85,12.14,157.85
7540,180.00,103.57,76.42,993.57
7560,180.00,160.71,19.28,250.71
7580,180.00,203.57,-23.57,0.00
7600,180.00,135.71,44.28,575.71
7620,180.00,128.57,51.42,668.57
7640,180.00,185.71,-5.71,0.00
7660,180.00,164.28,15.71,204.28
7680,180.00,107.14,72.85,947.14
7700,180.00,164.28,15.71,204.28
7720,180.00,196.42,-16.42,0.00
7740,180.00,128.57,51.42,668.57
7760,180.00,128.57,51.42,668.57
7780,180.00,196.42,-16.42,0.00
7800,180.00,171.42,8.57,111.42
7820,180.00,103.57,76.42,993.57
7840,180.00,153.57,26.42,343.57
7860,180.00,207.14,-27.14,0.00
7880,180.00,150.00,30.00,390.00
7900,180.00,117.85,62.14,807.85
7920,180.00,171.42,8.57,111.42
7940,180.00,185.71,-5.71,0.00
7960,180.00,107.14,72.85,947.14
7980,180.00,142.85,37.14,482.85
8000,180.00,210.71,-30.71,0.00
8020,180.00,164.28,15.71,204.28
8040,180.00,107.14,72.85,947.14
8060,180.00,164.28,15.71,204.28
8080,180.00,196.42,-16.42,0.00
8100,180.00,128.57,51.42,668.57
8120,180.00,132.14,47.85,622.14
8140,180.00,192.85,-12.85,0.00
8160,180.00,164.28,15.71,204.28
8180,180.00,107.14,72.85,947.14
8200,180.00,164.28,15.71,204.28
8220,180.00,200.00,-20.00,0.00
8240,180.00,128.57,51.42,668.57
8260,180.00,128.57,51.42,668.57
8280,180.00,196.42,-16.42,0.00
8300,180.00,171.42,8.57,111.42
8320,180.00,103.57,76.42,993.57
8340,180.00,153.57,26.42,343.57
8360,180.00,210.71,-30.71,0.00
8380,180.00,146.42,33.57,436.42
8400,180.00,121.42,58.57,761.42
8420,180.00,178.57,1.42,18.57
8440,180.00,167.85,12.14,157.85
8460,180.00,110.71,69.28,900.71
8480,180.00,153.57,26.42,343.57
8500,180.00,200.00,-20.00,0.00
8520,180.00,146.42,33.57,436.42
8540,180.00,117.85,62.14,807.85
8560,180.00,178.57,1.42,18.57
8580,180.00,175.00,5.00,65.00
8600,180.00,103.57,76.42,993.57
8620,180.00,150.00,30.00,390.00
8640,180.00,210.71,-30.71,0.00
8660,180.00,157.14,22.85,297.14
8680,180.00,110.71,69.28,900.71
8700,180.00,167.85,12.14,157.85
8720,180.00,196.42,-16.42,0.00
8740,180.00,117.85,62.14,807.85
8760,180.00,139.28,40.71,529.28
8780,180.00,200.00,-20.00,0.00
8800,180.00,160.71,19.28,250.71
8820,180.00,110.71,69.28,900.71
8840,180.00,164.28,15.71,204.28
8860,180.00,196.42,-16.42,0.00
8880,180.00,125.00,54.99,714.99
8900,180.00,132.14,47.85,622.14
8920,180.00,196.42,-16.42,0.00
8940,180.00,167.85,12.14,157.85
8960,180.00,107.14,72.85,947.14
8980,180.00,153.57,26.42,343.57
9000,180.00,207.14,-27.14,0.00
9020,180.00,150.00,30.00,390.00
9040,180.00,114.28,65.71,854.28
9060,180.00,178.57,1.42,18.57
9080,180.00,178.57,1.42,18.57
9100,180.00,100.00,79.99,999.00
9120,180.00,142.85,37.14,482.85
9140,180.00,217.85,-37.85,0.00
9160,180.00,164.28,15.71,204.28
9180,180.00,110.71,69.28,900.71
9200,180.00,157.14,22.85,297.14
9220,180.00,203.57,-23.57,0.00
9240,180.00,139.28,40.71,529.28
9260,180.00,125.00,54.99,714.99
9280,180.00,182.14,-2.14,0.00
9300,180.00,171.42,8.57,111.42
9320,180.00,100.00,79.99,999.00
9340,180.00,150.00,30.00,390.00
9360,180.00,214.28,-34.28,0.00
9380,180.00,157.14,22.85,297.14
9400,180.00,110.71,69.28,900.71
9420,180.00,171.42,8.57,111.42
9440,180.00,189.28,-9.28,0.00
9460,180.00,114.28,65.71,854.28
9480,180.00,135.71,44.28,575.71
9500,180.00,210.71,-30.71,0.00
9520,180.00,171.42,8.57,111.42
9540,180.00,100.00,79.99,999.00
9560,180.00,153.57,26.42,343.57
9580,180.00,210.71,-30.71,0.00
9600,180.00,150.00,30.00,390.00
9620,180.00,117.85,62.14,807.85
9640,180.00,175.00,5.00,65.00
9660,180.00,178.57,1.42,18.57
9680,180.00,103.57,76.42,993.57
9700,180.00,142.85,37.14,482.85
9720,180.00,221.42,-41.42,0.00
9740,180.00,164.28,15.71,204.28
9760,180.00,110.71,69.28,900.71
9780,180.00,160.71,19.28,250.71
9800,180.00,196.42,-16.42,0.00
9820,180.00,132.14,47.85,622.14
9840,180.00,128.57,51.42,668.57
9860,180.00,192.85,-12.85,0.00
9880,180.00,167.85,12.14,157.85
9900,180.00,103.57,76.42,993.57
9920,180.00,160.71,19.28,250.71
9940,180.00,203.57,-23.57,0.00
9960,180.00,135.71,44.28,575.71
9980,180.00,125.00,54.99,714.99
10000,180.00,189.28,-9.28,0.00
