time_ms,target_rpm,measured_rpm,error,pwm
20,180.00,0.00,180.00,999.00
40,180.00,82.14,97.85,685.00
60,180.00,196.42,-16.42,0.00
80,180.00,175.00,5.00,35.00
100,180.00,96.42,83.57,585.00
120,180.00,110.71,69.28,484.99
140,180.00,157.14,22.85,160.00
160,180.00,150.00,30.00,210.00
180,180.00,114.28,65.71,459.99
200,180.00,128.57,51.42,359.99
220,180.00,142.85,37.14,259.99
240,180.00,139.28,40.71,284.99
260,180.00,128.57,51.42,359.99
280,180.00,128.57,51.42,359.99
300,180.00,139.28,40.71,284.99
320,180.00,139.28,40.71,284.99
340,180.00,128.57,51.42,359.99
360,180.00,128.57,51.42,359.99
380,180.00,139.28,40.71,284.99
400,180.00,135.71,44.28,309.99
420,180.00,132.14,47.85,334.99
440,180.00,132.14,47.85,334.99
460,180.00,135.71,44.28,309.99
480,180.00,132.14,47.85,334.99
500,180.00,135.71,44.28,309.99
520,180.00,132.14,47.85,334.99
540,180.00,132.14,47.85,334.99
560,180.00,135.71,44.28,309.99
580,180.00,135.71,44.28,309.99
600,180.00,128.57,51.42,359.99
620,180.00,135.71,44.28,309.99
640,180.00,135.71,44.28,309.99
660,180.00,132.14,47.85,334.99
680,180.00,135.71,44.28,309.99
700,180.00,132.14,47.85,334.99
720,180.00,135.71,44.28,309.99
740,180.00,132.14,47.85,334.99
760,180.00,135.71,44.28,309.99
780,180.00,132.14,47.85,334.99
800,180.00,132.14,47.85,334.99
820,180.00,135.71,44.28,309.99
840,180.00,132.14,47.85,334.99
860,180.00,132.14,47.85,334.99
880,180.00,135.71,44.28,309.99
900,180.00,132.14,47.85,334.99
920,180.00,132.14,47.85,334.99
940,180.00,135.71,44.28,309.99
960,180.00,132.14,47.85,334.99
980,180.00,135.71,44.28,309.99
1000,180.00,132.14,47.85,334.99
1020,180.00,132.14,47.85,334.99
1040,180.00,135.71,44.28,309.99
1060,180.00,132.14,47.85,334.99
1080,180.00,135.71,44.28,309.99
1100,180.00,132.14,47.85,334.99
1120,180.00,132.14,47.85,334.99
1140,180.00,135.71,44.28,309.99
1160,180.00,132.14,47.85,334.99
1180,180.00,135.71,44.28,309.99
1200,180.00,132.14,47.85,334.99
1220,180.00,135.71,44.28,309.99
1240,180.00,132.14,47.85,334.99
1260,180.00,135.71,44.28,309.99
1280,180.00,132.14,47.85,334.99
1300,180.00,135.71,44.28,309.99
1320,180.00,132.14,47.85,334.99
1340,180.00,132.14,47.85,334.99
1360,180.00,135.71,44.28,309.99
1380,180.00,135.71,44.28,309.99
1400,180.00,128.57,51.42,359.99
1420,180.00,135.71,44.28,309.99
1440,180.00,135.71,44.28,309.99
1460,180.00,135.71,44.28,309.99
1480,180.00,132.14,47.85,334.99
1500,180.00,132.14,47.85,334.99
1520,180.00,139.28,40.71,284.99
1540,180.00,132.14,47.85,334.99
1560,180.00,128.57,51.42,359.99
1580,180.00,139.28,40.71,284.99
1600,180.00,135.71,44.28,309.99
1620,180.00,132.14,47.85,334.99
1640,180.00,132.14,47.85,334.99
1660,180.00,135.71,44.28,309.99
1680,180.00,135.71,44.28,309.99
1700,180.00,132.14,47.85,334.99
1720,180.00,132.14,47.85,334.99
1740,180.00,135.71,44.28,309.99
1760,180.00,135.71,44.28,309.99
1780,180.00,132.14,47.85,334.99
1800,180.00,132.14,47.85,334.99
1820,180.00,135.71,44.28,309.99
1840,180.00,135.71,44.28,309.99
1860,180.00,132.14,47.85,334.99
1880,180.00,132.14,47.85,334.99
1900,180.00,135.71,44.28,309.99
1920,180.00,135.71,44.28,309.99
1940,180.00,132.14,47.85,334.99
1960,180.00,132.14,47.85,334.99
1980,180.00,135.71,44.28,309.99
2000,180.00,135.71,44.28,309.99
2020,180.00,128.57,51.42,359.99
2040,180.00,135.71,44.28,309.99
2060,180.00,135.71,44.28,309.99
2080,180.00,132.14,47.85,334.99
2100,180.00,135.71,44.28,309.99
2120,180.00,135.71,44.28,309.99
2140,180.00,132.14,47.85,334.99
2160,180.00,132.14,47.85,334.99
2180,180.00,135.71,44.28,309.99
2200,180.00,135.71,44.28,309.99
2220,180.00,132.14,47.85,334.99
2240,180.00,132.14,47.85,334.99
2260,180.00,132.14,47.85,334.99
2280,180.00,139.28,40.71,284.99
2300,180.00,132.14,47.85,334.99
