time_ms,target_rpm,measured_rpm,error,pwm
20,180.00,0.00,180.00,720.00
40,180.00,60.71,119.28,477.14
60,180.00,142.85,37.14,148.57
80,180.00,135.71,44.28,177.14
100,180.00,107.14,72.85,291.42
120,180.00,100.00,79.99,319.99
140,180.00,110.71,69.28,277.14
160,180.00,117.85,62.14,248.57
180,180.00,110.71,69.28,277.14
200,180.00,110.71,69.28,277.14
220,180.00,110.71,69.28,277.14
240,180.00,110.71,69.28,277.14
260,180.00,110.71,69.28,277.14
280,180.00,114.28,65.71,262.85
300,180.00,107.14,72.85,291.42
320,180.00,114.28,65.71,262.85
340,180.00,110.71,69.28,277.14
360,180.00,110.71,69.28,277.14
380,180.00,110.71,69.28,277.14
400,180.00,110.71,69.28,277.14
420,180.00,110.71,69.28,277.14
440,180.00,114.28,65.71,262.85
460,180.00,110.71,69.28,277.14
480,180.00,110.71,69.28,277.14
500,180.00,114.28,65.71,262.85
520,180.00,110.71,69.28,277.14
540,180.00,110.71,69.28,277.14
560,180.00,110.71,69.28,277.14
580,180.00,114.28,65.71,262.85
600,180.00,110.71,69.28,277.14
620,180.00,107.14,72.85,291.42
640,180.00,114.28,65.71,262.85
660,180.00,110.71,69.28,277.14
680,180.00,114.28,65.71,262.85
700,180.00,107.14,72.85,291.42
720,180.00,110.71,69.28,277.14
740,180.00,114.28,65.71,262.85
760,180.00,110.71,69.28,277.14
780,180.00,110.71,69.28,277.14
800,180.00,107.14,72.85,291.42
820,180.00,114.28,65.71,262.85
840,180.00,110.71,69.28,277.14
860,180.00,110.71,69.28,277.14
880,180.00,110.71,69.28,277.14
900,180.00,110.71,69.28,277.14
920,180.00,114.28,65.71,262.85
940,180.00,107.14,72.85,291.42
960,180.00,114.28,65.71,262.85
980,180.00,110.71,69.28,277.14
1000,180.00,110.71,69.28,277.14
1020,180.00,110.71,69.28,277.14
1040,180.00,110.71,69.28,277.14
1060,180.00,110.71,69.28,277.14
1080,180.00,110.71,69.28,277.14
1100,180.00,114.28,65.71,262.85
1120,180.00,107.14,72.85,291.42
1140,180.00,114.28,65.71,262.85
1160,180.00,107.14,72.85,291.42
1180,180.00,110.71,69.28,277.14
1200,180.00,114.28,65.71,262.85
1220,180.00,110.71,69.28,277.14
1240,180.00,107.14,72.85,291.42
1260,180.00,110.71,69.28,277.14
1280,180.00,110.71,69.28,277.14
1300,180.00,110.71,69.28,277.14
1320,180.00,110.71,69.28,277.14
1340,180.00,114.28,65.71,262.85
1360,180.00,110.71,69.28,277.14
1380,180.00,107.14,72.85,291.42
1400,180.00,110.71,69.28,277.14
1420,180.00,114.28,65.71,262.85
1440,180.00,110.71,69.28,277.14
1460,180.00,107.14,72.85,291.42
1480,180.00,114.28,65.71,262.85
1500,180.00,110.71,69.28,277.14
1520,180.00,110.71,69.28,277.14
1540,180.00,110.71,69.28,277.14
1560,180.00,110.71,69.28,277.14
1580,180.00,110.71,69.28,277.14
1600,180.00,114.28,65.71,262.85
1620,180.00,107.14,72.85,291.42
1640,180.00,110.71,69.28,277.14
1660,180.00,114.28,65.71,262.85
1680,180.00,110.71,69.28,277.14
1700,180.00,110.71,69.28,277.14
1720,180.00,110.71,69.28,277.14
1740,180.00,110.71,69.28,277.14
1760,180.00,110.71,69.28,277.14
1780,180.00,114.28,65.71,262.85
1800,180.00,107.14,72.85,291.42
1820,180.00,110.71,69.28,277.14
