time_ms,target_rpm,measured_rpm,error,pwm
20,180.00,0.00,180.00,900.00
40,180.00,78.57,101.42,507.14
60,180.00,167.85,12.14,60.71
80,180.00,146.42,33.57,167.85
100,180.00,103.57,76.42,382.14
120,180.00,107.14,72.85,364.28
140,180.00,128.57,51.42,257.14
160,180.00,128.57,51.42,257.14
180,180.00,121.42,58.57,292.85
200,180.00,117.85,62.14,310.71
220,180.00,121.42,58.57,292.85
240,180.00,125.00,54.99,274.99
260,180.00,121.42,58.57,292.85
280,180.00,121.42,58.57,292.85
300,180.00,117.85,62.14,310.71
320,180.00,125.00,54.99,274.99
340,180.00,121.42,58.57,292.85
360,180.00,121.42,58.57,292.85
380,180.00,121.42,58.57,292.85
400,180.00,125.00,54.99,274.99
420,180.00,121.42,58.57,292.85
440,180.00,117.85,62.14,310.71
460,180.00,125.00,54.99,274.99
480,180.00,125.00,54.99,274.99
500,180.00,117.85,62.14,310.71
520,180.00,121.42,58.57,292.85
540,180.00,125.00,54.99,274.99
560,180.00,121.42,58.57,292.85
580,180.00,121.42,58.57,292.85
600,180.00,121.42,58.57,292.85
620,180.00,121.42,58.57,292.85
640,180.00,125.00,54.99,274.99
660,180.00,121.42,58.57,292.85
680,180.00,121.42,58.57,292.85
700,180.00,121.42,58.57,292.85
720,180.00,121.42,58.57,292.85
740,180.00,125.00,54.99,274.99
760,180.00,121.42,58.57,292.85
780,180.00,117.85,62.14,310.71
800,180.00,125.00,54.99,274.99
820,180.00,125.00,54.99,274.99
840,180.00,117.85,62.14,310.71
860,180.00,121.42,58.57,292.85
880,180.00,125.00,54.99,274.99
900,180.00,121.42,58.57,292.85
920,180.00,121.42,58.57,292.85
940,180.00,121.42,58.57,292.85
960,180.00,121.42,58.57,292.85
980,180.00,125.00,54.99,274.99
1000,180.00,121.42,58.57,292.85
1020,180.00,121.42,58.57,292.85
1040,180.00,121.42,58.57,292.85
1060,180.00,121.42,58.57,292.85
1080,180.00,121.42,58.57,292.85
1100,180.00,121.42,58.57,292.85
1120,180.00,125.00,54.99,274.99
1140,180.00,121.42,58.57,292.85
1160,180.00,121.42,58.57,292.85
1180,180.00,121.42,58.57,292.85
1200,180.00,121.42,58.57,292.85
1220,180.00,125.00,54.99,274.99
1240,180.00,121.42,58.57,292.85
1260,180.00,117.85,62.14,310.71
1280,180.00,125.00,54.99,274.99
1300,180.00,121.42,58.57,292.85
1320,180.00,121.42,58.57,292.85
1340,180.00,121.42,58.57,292.85
1360,180.00,125.00,54.99,274.99
1380,180.00,121.42,58.57,292.85
1400,180.00,117.85,62.14,310.71
1420,180.00,125.00,54.99,274.99
1440,180.00,125.00,54.99,274.99
1460,180.00,117.85,62.14,310.71
1480,180.00,121.42,58.57,292.85
1500,180.00,125.00,54.99,274.99
1520,180.00,121.42,58.57,292.85
1540,180.00,121.42,58.57,292.85
1560,180.00,121.42,58.57,292.85
1580,180.00,121.42,58.57,292.85
1600,180.00,125.00,54.99,274.99
1620,180.00,121.42,58.57,292.85
1640,180.00,121.42,58.57,292.85
1660,180.00,121.42,58.57,292.85
1680,180.00,121.42,58.57,292.85
1700,180.00,121.42,58.57,292.85
1720,180.00,125.00,54.99,274.99
1740,180.00,121.42,58.57,292.85
1760,180.00,121.42,58.57,292.85
1780,180.00,121.42,58.57,292.85
1800,180.00,121.42,58.57,292.85
1820,180.00,125.00,54.99,274.99
1840,180.00,121.42,58.57,292.85
1860,180.00,117.85,62.14,310.71
1880,180.00,125.00,54.99,274.99
1900,180.00,121.42,58.57,292.85
1920,180.00,121.42,58.57,292.85
1940,180.00,121.42,58.57,292.85
1960,180.00,125.00,54.99,274.99
1980,180.00,121.42,58.57,292.85
2000,180.00,117.85,62.14,310.71
2020,180.00,125.00,54.99,274.99
2040,180.00,121.42,58.57,292.85
2060,180.00,121.42,58.57,292.85
2080,180.00,125.00,54.99,274.99
2100,180.00,117.85,62.14,310.71
2120,180.00,121.42,58.57,292.85
2140,180.00,125.00,54.99,274.99
2160,180.00,121.42,58.57,292.85
2180,180.00,121.42,58.57,292.85
2200,180.00,121.42,58.57,292.85
2220,180.00,114.28,65.71,328.57
2240,180.00,125.00,54.99,274.99
2260,180.00,125.00,54.99,274.99
2280,180.00,121.42,58.57,292.85
2300,180.00,121.42,58.57,292.85
2320,180.00,121.42,58.57,292.85
2340,180.00,121.42,58.57,292.85
2360,180.00,121.42,58.57,292.85
2380,180.00,125.00,54.99,274.99
2400,180.00,121.42,58.57,292.85
2420,180.00,117.85,62.14,310.71
2440,180.00,125.00,54.99,274.99
2460,180.00,121.42,58.57,292.85
2480,180.00,121.42,58.57,292.85
2500,180.00,121.42,58.57,292.85
2520,180.00,125.00,54.99,274.99
2540,180.00,121.42,58.57,292.85
2560,180.00,117.85,62.14,310.71
2580,180.00,125.00,54.99,274.99
2600,180.00,125.00,54.99,274.99
2620,180.00,117.85,62.14,310.71
2640,180.00,125.00,54.99,274.99
2660,180.00,121.42,58.57,292.85
2680,180.00,117.85,62.14,310.71
2700,180.00,125.00,54.99,274.99
2720,180.00,121.42,58.57,292.85
2740,180.00,121.42,58.57,292.85
2760,180.00,121.42,58.57,292.85
2780,180.00,121.42,58.57,292.85
2800,180.00,125.00,54.99,274.99
2820,180.00,121.42,58.57,292.85
2840,180.00,121.42,58.57,292.85
2860,180.00,121.42,58.57,292.85
2880,180.00,121.42,58.57,292.85
2900,180.00,121.42,58.57,292.85
2920,180.00,121.42,58.57,292.85
2940,180.00,125.00,54.99,274.99
2960,180.00,121.42,58.57,292.85
2980,180.00,117.85,62.14,310.71
3000,180.00,125.00,54.99,274.99
3020,180.00,125.00,54.99,274.99
3040,180.00,117.85,62.14,310.71
3060,180.00,121.42,58.57,292.85
3080,180.00,125.00,54.99,274.99
3100,180.00,121.42,58.57,292.85
3120,180.00,121.42,58.57,292.85
3140,180.00,121.42,58.57,292.85
3160,180.00,121.42,58.57,292.85
3180,180.00,121.42,58.57,292.85
3200,180.00,125.00,54.99,274.99
3220,180.00,121.42,58.57,292.85
3240,180.00,117.85,62.14,310.71
3260,180.00,125.00,54.99,274.99
3280,180.00,121.42,58.57,292.85
3300,180.00,121.42,58.57,292.85
3320,180.00,121.42,58.57,292.85
3340,180.00,121.42,58.57,292.85
3360,180.00,125.00,54.99,274.99
3380,180.00,121.42,58.57,292.85
3400,180.00,117.85,62.14,310.71
3420,180.00,125.00,54.99,274.99
3440,180.00,121.42,58.57,292.85
3460,180.00,121.42,58.57,292.85
3480,180.00,121.42,58.57,292.85
3500,180.00,125.00,54.99,274.99
3520,180.00,121.42,58.57,292.85
3540,180.00,117.85,62.14,310.71
3560,180.00,125.00,54.99,274.99
3580,180.00,121.42,58.57,292.85
3600,180.00,121.42,58.57,292.85
3620,180.00,121.42,58.57,292.85
3640,180.00,121.42,58.57,292.85
3660,180.00,121.42,58.57,292.85
3680,180.00,125.00,54.99,274.99
3700,180.00,117.85,62.14,310.71
3720,180.00,125.00,54.99,274.99
3740,180.00,121.42,58.57,292.85
3760,180.00,121.42,58.57,292.85
3780,180.00,121.42,58.57,292.85
3800,180.00,121.42,58.57,292.85
3820,180.00,125.00,54.99,274.99
3840,180.00,117.85,62.14,310.71
3860,180.00,125.00,54.99,274.99
3880,180.00,121.42,58.57,292.85
3900,180.00,121.42,58.57,292.85
3920,180.00,121.42,58.57,292.85
3940,180.00,121.42,58.57,292.85
3960,180.00,121.42,58.57,292.85
3980,180.00,125.00,54.99,274.99
4000,180.00,121.42,58.57,292.85
4020,180.00,117.85,62.14,310.71
4040,180.00,125.00,54.99,274.99
4060,180.00,125.00,54.99,274.99
4080,180.00,117.85,62.14,310.71
4100,180.00,121.42,58.57,292.85
4120,180.00,125.00,54.99,274.99
4140,180.00,121.42,58.57,292.85
4160,180.00,121.42,58.57,292.85
4180,180.00,121.42,58.57,292.85
4200,180.00,121.42,58.57,292.85
4220,180.00,121.42,58.57,292.85
4240,180.00,125.00,54.99,274.99
4260,180.00,121.42,58.57,292.85
4280,180.00,117.85,62.14,310.71
4300,180.00,125.00,54.99,274.99
4320,180.00,121.42,58.57,292.85
4340,180.00,121.42,58.57,292.85
4360,180.00,125.00,54.99,274.99
4380,180.00,117.85,62.14,310.71
4400,180.00,121.42,58.57,292.85
4420,180.00,125.00,54.99,274.99
4440,180.00,121.42,58.57,292.85
4460,180.00,121.42,58.57,292.85
4480,180.00,121.42,58.57,292.85
4500,180.00,121.42,58.57,292.85
4520,180.00,121.42,58.57,292.85
4540,180.00,121.42,58.57,292.85
4560,180.00,125.00,54.99,274.99
4580,180.00,121.42,58.57,292.85
4600,180.00,117.85,62.14,310.71
4620,180.00,125.00,54.99,274.99
4640,180.00,125.00,54.99,274.99
4660,180.00,117.85,62.14,310.71
4680,180.00,121.42,58.57,292.85
4700,180.00,125.00,54.99,274.99
4720,180.00,117.85,62.14,310.71
4740,180.00,121.42,58.57,292.85
4760,180.00,125.00,54.99,274.99
4780,180.00,117.85,62.14,310.71
4800,180.00,121.42,58.57,292.85
4820,180.00,121.42,58.57,292.85
4840,180.00,121.42,58.57,292.85
4860,180.00,117.85,62.14,310.71
4880,180.00,125.00,54.99,274.99
4900,180.00,117.85,62.14,310.71
4920,180.00,125.00,54.99,274.99
4940,180.00,121.42,58.57,292.85
4960,180.00,117.85,62.14,310.71
4980,180.00,125.00,54.99,274.99
5000,180.00,121.42,58.57,292.85
5020,180.00,121.42,58.57,292.85
5040,180.00,121.42,58.57,292.85
5060,180.00,121.42,58.57,292.85
5080,180.00,125.00,54.99,274.99
5100,180.00,117.85,62.14,310.71
5120,180.00,121.42,58.57,292.85
5140,180.00,125.00,54.99,274.99
5160,180.00,121.42,58.57,292.85
5180,180.00,117.85,62.14,310.71
5200,180.00,125.00,54.99,274.99
5220,180.00,121.42,58.57,292.85
5240,180.00,121.42,58.57,292.85
5260,180.00,121.42,58.57,292.85
5280,180.00,121.42,58.57,292.85
5300,180.00,121.42,58.57,292.85
5320,180.00,121.42,58.57,292.85
5340,180.00,121.42,58.57,292.85
5360,180.00,121.42,58.57,292.85
5380,180.00,121.42,58.57,292.85
5400,180.00,117.85,62.14,310.71
5420,180.00,121.42,58.57,292.85
5440,180.00,125.00,54.99,274.99
5460,180.00,117.85,62.14,310.71
5480,180.00,121.42,58.57,292.85
5500,180.00,121.42,58.57,292.85
5520,180.00,121.42,58.57,292.85
5540,180.00,117.85,62.14,310.71
5560,180.00,125.00,54.99,274.99
5580,180.00,117.85,62.14,310.71
5600,180.00,121.42,58.57,292.85
5620,180.00,125.00,54.99,274.99
5640,180.00,117.85,62.14,310.71
5660,180.00,121.42,58.57,292.85
5680,180.00,121.42,58.57,292.85
5700,180.00,121.42,58.57,292.85
5720,180.00,121.42,58.57,292.85
5740,180.00,121.42,58.57,292.85
5760,180.00,121.42,58.57,292.85
5780,180.00,121.42,58.57,292.85
5800,180.00,121.42,58.57,292.85
5820,180.00,121.42,58.57,292.85
5840,180.00,121.42,58.57,292.85
5860,180.00,121.42,58.57,292.85
5880,180.00,121.42,58.57,292.85
5900,180.00,117.85,62.14,310.71
5920,180.00,125.00,54.99,274.99
5940,180.00,121.42,58.57,292.85
5960,180.00,121.42,58.57,292.85
5980,180.00,121.42,58.57,292.85
6000,180.00,121.42,58.57,292.85
6020,180.00,117.85,62.14,310.71
6040,180.00,125.00,54.99,274.99
6060,180.00,121.42,58.57,292.85
6080,180.00,117.85,62.14,310.71
6100,180.00,125.00,54.99,274.99
6120,180.00,121.42,58.57,292.85
6140,180.00,117.85,62.14,310.71
6160,180.00,125.00,54.99,274.99
6180,180.00,121.42,58.57,292.85
6200,180.00,117.85,62.14,310.71
6220,180.00,121.42,58.57,292.85
6240,180.00,125.00,54.99,274.99
6260,180.00,121.42,58.57,292.85
6280,180.00,117.85,62.14,310.71
6300,180.00,121.42,58.57,292.85
6320,180.00,125.00,54.99,274.99
