time_ms,target_rpm,measured_rpm,error,pwm
20,180.00,0.00,180.00,999.00
40,180.00,82.14,97.85,686.95
60,180.00,196.42,-16.42,0.00
80,180.00,175.00,5.00,37.05
100,180.00,96.42,83.57,588.72
120,180.00,110.71,69.28,490.11
140,180.00,160.71,19.28,140.49
160,180.00,146.42,33.57,241.17
180,180.00,117.85,62.14,442.41
200,180.00,128.57,51.42,368.44
220,180.00,146.42,33.57,244.11
240,180.00,139.28,40.71,294.92
260,180.00,128.57,51.42,370.95
280,180.00,128.57,51.42,371.98
300,180.00,142.85,37.14,272.72
320,180.00,139.28,40.71,298.54
340,180.00,128.57,51.42,374.57
360,180.00,135.71,44.28,325.45
380,180.00,139.28,40.71,301.27
400,180.00,135.71,44.28,327.15
420,180.00,132.14,47.85,353.11
440,180.00,135.71,44.28,328.99
460,180.00,139.28,40.71,304.81
480,180.00,139.28,40.71,305.62
500,180.00,132.14,47.85,356.58
520,180.00,132.14,47.85,357.54
540,180.00,142.85,37.14,283.28
560,180.00,139.28,40.71,309.09
580,180.00,132.14,47.85,360.05
600,180.00,135.71,44.28,335.94
620,180.00,139.28,40.71,311.75
640,180.00,135.71,44.28,337.64
660,180.00,135.71,44.28,338.52
680,180.00,139.28,40.71,314.34
700,180.00,139.28,40.71,315.15
720,180.00,132.14,47.85,366.11
740,180.00,135.71,44.28,341.99
760,180.00,142.85,37.14,292.74
780,180.00,139.28,40.71,318.55
800,180.00,132.14,47.85,369.51
820,180.00,135.71,44.28,345.39
840,180.00,142.85,37.14,296.14
860,180.00,139.28,40.71,321.95
880,180.00,132.14,47.85,372.91
900,180.00,139.28,40.71,323.72
920,180.00,142.85,37.14,299.47
940,180.00,135.71,44.28,350.35
960,180.00,135.71,44.28,351.24
980,180.00,139.28,40.71,327.05
1000,180.00,139.28,40.71,327.87
1020,180.00,139.28,40.71,328.68
1040,180.00,135.71,44.28,354.57
1060,180.00,142.85,37.14,305.31
1080,180.00,135.71,44.28,356.19
1100,180.00,139.28,40.71,332.01
1120,180.00,139.28,40.71,332.82
1140,180.00,139.28,40.71,333.64
1160,180.00,139.28,40.71,334.45
1180,180.00,135.71,44.28,360.34
1200,180.00,142.85,37.14,311.08
1220,180.00,139.28,40.71,336.89
1240,180.00,139.28,40.71,337.71
1260,180.00,139.28,40.71,338.52
1280,180.00,139.28,40.71,339.34
1300,180.00,139.28,40.71,340.15
1320,180.00,139.28,40.71,340.97
1340,180.00,142.85,37.14,316.71
1360,180.00,139.28,40.71,342.52
1380,180.00,135.71,44.28,368.41
1400,180.00,142.85,37.14,319.15
1420,180.00,142.85,37.14,319.89
1440,180.00,135.71,44.28,370.78
1460,180.00,142.85,37.14,321.52
1480,180.00,139.28,40.71,347.34
1500,180.00,142.85,37.14,323.08
1520,180.00,139.28,40.71,348.89
1540,180.00,139.28,40.71,349.71
1560,180.00,139.28,40.71,350.52
1580,180.00,146.42,33.57,301.19
1600,180.00,139.28,40.71,352.01
1620,180.00,135.71,44.28,377.89
1640,180.00,146.42,33.57,303.57
1660,180.00,142.85,37.14,329.31
1680,180.00,135.71,44.28,380.19
1700,180.00,142.85,37.14,330.94
1720,180.00,146.42,33.57,306.61
1740,180.00,135.71,44.28,382.49
1760,180.00,142.85,37.14,333.24
1780,180.00,142.85,37.14,333.98
1800,180.00,142.85,37.14,334.72
1820,180.00,139.28,40.71,360.54
1840,180.00,142.85,37.14,336.28
1860,180.00,142.85,37.14,337.02
1880,180.00,142.85,37.14,337.77
1900,180.00,139.28,40.71,363.58
1920,180.00,142.85,37.14,339.32
1940,180.00,146.42,33.57,314.99
1960,180.00,139.28,40.71,365.81
1980,180.00,139.28,40.71,366.62
2000,180.00,150.00,30.00,292.22
2020,180.00,139.28,40.71,368.04
2040,180.00,139.28,40.71,368.85
2060,180.00,146.42,33.57,319.52
2080,180.00,146.42,33.57,320.19
2100,180.00,139.28,40.71,371.01
2120,180.00,139.28,40.71,371.82
2140,180.00,146.42,33.57,322.49
2160,180.00,146.42,33.57,323.17
2180,180.00,142.85,37.14,348.91
2200,180.00,139.28,40.71,374.72
2220,180.00,146.42,33.57,325.39
2240,180.00,142.85,37.14,351.14
2260,180.00,142.85,37.14,351.88
2280,180.00,142.85,37.14,352.62
2300,180.00,146.42,33.57,328.29
2320,180.00,142.85,37.14,354.04
2340,180.00,142.85,37.14,354.78
2360,180.00,146.42,33.57,330.45
2380,180.00,142.85,37.14,356.19
2400,180.00,142.85,37.14,356.94
2420,180.00,146.42,33.57,332.61
2440,180.00,146.42,33.57,333.28
2460,180.00,139.28,40.71,384.09
2480,180.00,146.42,33.57,334.77
2500,180.00,146.42,33.57,335.44
2520,180.00,142.85,37.14,361.18
2540,180.00,146.42,33.57,336.85
2560,180.00,142.85,37.14,362.59
2580,180.00,146.42,33.57,338.27
2600,180.00,146.42,33.57,338.94
2620,180.00,142.85,37.14,364.68
2640,180.00,142.85,37.14,365.42
2660,180.00,150.00,30.00,316.02
2680,180.00,142.85,37.14,366.77
2700,180.00,142.85,37.14,367.51
2720,180.00,150.00,30.00,318.11
2740,180.00,146.42,33.57,343.78
2760,180.00,139.28,40.71,394.59
2780,180.00,150.00,30.00,320.19
2800,180.00,146.42,33.57,345.87
2820,180.00,142.85,37.14,371.61
2840,180.00,146.42,33.57,347.28
2860,180.00,150.00,30.00,322.88
2880,180.00,142.85,37.14,373.62
2900,180.00,142.85,37.14,374.37
2920,180.00,150.00,30.00,324.97
2940,180.00,150.00,30.00,325.57
2960,180.00,139.28,40.71,401.38
2980,180.00,146.42,33.57,352.05
3000,180.00,153.57,26.42,302.58
3020,180.00,142.85,37.14,378.32
3040,180.00,142.85,37.14,379.07
3060,180.00,153.57,26.42,304.59
3080,180.00,142.85,37.14,380.34
3100,180.00,146.42,33.57,356.01
3120,180.00,146.42,33.57,356.68
3140,180.00,150.00,30.00,332.28
3160,180.00,146.42,33.57,357.95
3180,180.00,146.42,33.57,358.62
3200,180.00,146.42,33.57,359.29
3220,180.00,150.00,30.00,334.89
3240,180.00,146.42,33.57,360.57
3260,180.00,146.42,33.57,361.24
3280,180.00,150.00,30.00,336.84
3300,180.00,146.42,33.57,362.51
3320,180.00,146.42,33.57,363.18
3340,180.00,146.42,33.57,363.85
3360,180.00,150.00,30.00,339.45
3380,180.00,150.00,30.00,340.05
3400,180.00,146.42,33.57,365.72
3420,180.00,146.42,33.57,366.39
3440,180.00,150.00,30.00,341.99
3460,180.00,146.42,33.57,367.67
3480,180.00,146.42,33.57,368.34
3500,180.00,153.57,26.42,318.87
3520,180.00,146.42,33.57,369.54
3540,180.00,146.42,33.57,370.21
3560,180.00,146.42,33.57,370.88
3580,180.00,153.57,26.42,321.41
3600,180.00,150.00,30.00,347.01
3620,180.00,142.85,37.14,397.75
3640,180.00,150.00,30.00,348.35
3660,180.00,150.00,30.00,348.95
3680,180.00,150.00,30.00,349.55
3700,180.00,146.42,33.57,375.22
3720,180.00,150.00,30.00,350.82
3740,180.00,150.00,30.00,351.42
3760,180.00,150.00,30.00,352.02
3780,180.00,150.00,30.00,352.62
3800,180.00,146.42,33.57,378.29
3820,180.00,150.00,30.00,353.89
3840,180.00,150.00,30.00,354.50
3860,180.00,150.00,30.00,355.09
3880,180.00,150.00,30.00,355.70
3900,180.00,150.00,30.00,356.29
3920,180.00,146.42,33.57,381.97
3940,180.00,150.00,30.00,357.57
3960,180.00,153.57,26.42,333.10
3980,180.00,146.42,33.57,383.77
4000,180.00,150.00,30.00,359.37
4020,180.00,153.57,26.42,334.90
4040,180.00,146.42,33.57,385.57
4060,180.00,150.00,30.00,361.17
4080,180.00,153.57,26.42,336.70
4100,180.00,150.00,30.00,362.30
4120,180.00,146.42,33.57,387.97
4140,180.00,150.00,30.00,363.57
4160,180.00,153.57,26.42,339.10
4180,180.00,153.57,26.42,339.62
4200,180.00,146.42,33.57,390.29
4220,180.00,150.00,30.00,365.90
4240,180.00,150.00,30.00,366.50
4260,180.00,153.57,26.42,342.02
4280,180.00,150.00,30.00,367.62
4300,180.00,150.00,30.00,368.22
4320,180.00,153.57,26.42,343.75
4340,180.00,150.00,30.00,369.35
4360,180.00,146.42,33.57,395.02
4380,180.00,157.14,22.85,320.48
4400,180.00,150.00,30.00,371.08
4420,180.00,150.00,30.00,371.68
4440,180.00,150.00,30.00,372.28
4460,180.00,153.57,26.42,347.81
4480,180.00,153.57,26.42,348.34
4500,180.00,146.42,33.57,399.01
4520,180.00,153.57,26.42,349.54
4540,180.00,153.57,26.42,350.07
4560,180.00,150.00,30.00,375.67
4580,180.00,150.00,30.00,376.27
4600,180.00,153.57,26.42,351.80
4620,180.00,153.57,26.42,352.32
4640,180.00,153.57,26.42,352.85
4660,180.00,146.42,33.57,403.52
4680,180.00,153.57,26.42,354.05
4700,180.00,157.14,22.85,329.51
4720,180.00,150.00,30.00,380.11
4740,180.00,150.00,30.00,380.71
4760,180.00,153.57,26.42,356.24
4780,180.00,153.57,26.42,356.77
4800,180.00,153.57,26.42,357.30
4820,180.00,150.00,30.00,382.90
4840,180.00,153.57,26.42,358.42
4860,180.00,150.00,30.00,384.02
4880,180.00,157.14,22.85,334.48
4900,180.00,150.00,30.00,385.08
4920,180.00,153.57,26.42,360.61
4940,180.00,153.57,26.42,361.14
4960,180.00,153.57,26.42,361.67
4980,180.00,150.00,30.00,387.27
5000,180.00,153.57,26.42,362.79
5020,180.00,153.57,26.42,363.32
5040,180.00,153.57,26.42,363.85
5060,180.00,153.57,26.42,364.38
5080,180.00,153.57,26.42,364.91
5100,180.00,150.00,30.00,390.51
5120,180.00,157.14,22.85,340.97
5140,180.00,153.57,26.42,366.49
5160,180.00,150.00,30.00,392.09
5180,180.00,153.57,26.42,367.62
5200,180.00,157.14,22.85,343.08
5220,180.00,153.57,26.42,368.61
5240,180.00,153.57,26.42,369.14
5260,180.00,153.57,26.42,369.67
5280,180.00,153.57,26.42,370.19
5300,180.00,150.00,30.00,395.79
5320,180.00,157.14,22.85,346.25
5340,180.00,157.14,22.85,346.71
5360,180.00,150.00,30.00,397.31
5380,180.00,153.57,26.42,372.84
5400,180.00,157.14,22.85,348.29
5420,180.00,153.57,26.42,373.82
5440,180.00,153.57,26.42,374.35
5460,180.00,153.57,26.42,374.88
5480,180.00,157.14,22.85,350.34
5500,180.00,153.57,26.42,375.87
5520,180.00,153.57,26.42,376.39
5540,180.00,153.57,26.42,376.92
5560,180.00,157.14,22.85,352.38
5580,180.00,153.57,26.42,377.91
5600,180.00,153.57,26.42,378.44
5620,180.00,153.57,26.42,378.97
5640,180.00,157.14,22.85,354.42
5660,180.00,153.57,26.42,379.95
5680,180.00,157.14,22.85,355.41
5700,180.00,153.57,26.42,380.94
5720,180.00,153.57,26.42,381.47
5740,180.00,153.57,26.42,381.99
5760,180.00,160.71,19.28,332.38
5780,180.00,153.57,26.42,382.91
5800,180.00,150.00,30.00,408.51
5820,180.00,157.14,22.85,358.97
5840,180.00,160.71,19.28,334.35
5860,180.00,153.57,26.42,384.88
5880,180.00,153.57,26.42,385.41
5900,180.00,153.57,26.42,385.94
5920,180.00,160.71,19.28,336.32
5940,180.00,153.57,26.42,386.85
5960,180.00,153.57,26.42,387.38
5980,180.00,160.71,19.28,337.77
6000,180.00,153.57,26.42,388.29
6020,180.00,153.57,26.42,388.82
6040,180.00,157.14,22.85,364.28
6060,180.00,157.14,22.85,364.74
6080,180.00,157.14,22.85,365.19
6100,180.00,153.57,26.42,390.72
6120,180.00,153.57,26.42,391.25
6140,180.00,160.71,19.28,341.64
6160,180.00,157.14,22.85,367.09
6180,180.00,153.57,26.42,392.62
6200,180.00,157.14,22.85,368.08
6220,180.00,157.14,22.85,368.54
6240,180.00,153.57,26.42,394.07
6260,180.00,157.14,22.85,369.52
6280,180.00,160.71,19.28,344.91
6300,180.00,153.57,26.42,395.44
6320,180.00,153.57,26.42,395.97
6340,180.00,160.71,19.28,346.35
6360,180.00,157.14,22.85,371.81
6380,180.00,153.57,26.42,397.34
6400,180.00,157.14,22.85,372.79
6420,180.00,160.71,19.28,348.18
6440,180.00,157.14,22.85,373.64
6460,180.00,153.57,26.42,399.17
6480,180.00,157.14,22.85,374.62
6500,180.00,157.14,22.85,375.08
6520,180.00,160.71,19.28,350.47
6540,180.00,153.57,26.42,400.99
6560,180.00,157.14,22.85,376.45
6580,180.00,160.71,19.28,351.84
6600,180.00,157.14,22.85,377.29
6620,180.00,153.57,26.42,402.82
6640,180.00,157.14,22.85,378.28
6660,180.00,164.28,15.71,328.59
6680,180.00,153.57,26.42,404.12
6700,180.00,153.57,26.42,404.65
6720,180.00,160.71,19.28,355.04
6740,180.00,160.71,19.28,355.42
6760,180.00,157.14,22.85,380.88
6780,180.00,153.57,26.42,406.41
6800,180.00,157.14,22.85,381.87
6820,180.00,164.28,15.71,332.18
6840,180.00,157.14,22.85,382.64
6860,180.00,153.57,26.42,408.17
6880,180.00,157.14,22.85,383.62
6900,180.00,164.28,15.71,333.94
6920,180.00,157.14,22.85,384.39
6940,180.00,153.57,26.42,409.92
6960,180.00,160.71,19.28,360.31
6980,180.00,160.71,19.28,360.69
7000,180.00,157.14,22.85,386.15
7020,180.00,153.57,26.42,411.68
7040,180.00,164.28,15.71,336.99
7060,180.00,157.14,22.85,387.45
7080,180.00,157.14,22.85,387.91
7100,180.00,157.14,22.85,388.37
7120,180.00,164.28,15.71,338.68
7140,180.00,153.57,26.42,414.21
7160,180.00,160.71,19.28,364.59
7180,180.00,157.14,22.85,390.05
7200,180.00,160.71,19.28,365.44
7220,180.00,160.71,19.28,365.82
7240,180.00,157.14,22.85,391.28
7260,180.00,157.14,22.85,391.74
7280,180.00,160.71,19.28,367.12
7300,180.00,160.71,19.28,367.51
7320,180.00,157.14,22.85,392.97
7340,180.00,157.14,22.85,393.42
7360,180.00,160.71,19.28,368.81
7380,180.00,160.71,19.28,369.19
7400,180.00,160.71,19.28,369.58
7420,180.00,157.14,22.85,395.04
7440,180.00,157.14,22.85,395.49
7460,180.00,160.71,19.28,370.88
7480,180.00,164.28,15.71,346.19
7500,180.00,157.14,22.85,396.65
7520,180.00,157.14,22.85,397.11
7540,180.00,160.71,19.28,372.49
7560,180.00,160.71,19.28,372.88
7580,180.00,157.14,22.85,398.34
7600,180.00,160.71,19.28,373.72
7620,180.00,164.28,15.71,349.04
7640,180.00,157.14,22.85,399.49
7660,180.00,153.57,26.42,425.02
7680,180.00,167.85,12.14,325.27
7700,180.00,160.71,19.28,375.65
7720,180.00,157.14,22.85,401.11
7740,180.00,160.71,19.28,376.49
7760,180.00,160.71,19.28,376.88
7780,180.00,157.14,22.85,402.34
7800,180.00,164.28,15.71,352.65
7820,180.00,160.71,19.28,378.04
7840,180.00,157.14,22.85,403.49
7860,180.00,160.71,19.28,378.88
7880,180.00,160.71,19.28,379.27
7900,180.00,160.71,19.28,379.65
7920,180.00,160.71,19.28,380.04
7940,180.00,160.71,19.28,380.42
7960,180.00,160.71,19.28,380.81
7980,180.00,160.71,19.28,381.19
8000,180.00,160.71,19.28,381.58
8020,180.00,157.14,22.85,407.04
8040,180.00,164.28,15.71,357.35
8060,180.00,160.71,19.28,382.74
8080,180.00,160.71,19.28,383.12
8100,180.00,160.71,19.28,383.51
8120,180.00,160.71,19.28,383.89
8140,180.00,160.71,19.28,384.28
8160,180.00,160.71,19.28,384.67
8180,180.00,160.71,19.28,385.05
8200,180.00,160.71,19.28,385.44
8220,180.00,160.71,19.28,385.82
8240,180.00,164.28,15.71,361.14
8260,180.00,160.71,19.28,386.52
8280,180.00,157.14,22.85,411.98
8300,180.00,160.71,19.28,387.37
8320,180.00,167.85,12.14,337.61
8340,180.00,160.71,19.28,387.99
8360,180.00,157.14,22.85,413.45
8380,180.00,160.71,19.28,388.84
8400,180.00,164.28,15.71,364.15
8420,180.00,160.71,19.28,389.54
8440,180.00,160.71,19.28,389.92
8460,180.00,160.71,19.28,390.31
8480,180.00,164.28,15.71,365.62
8500,180.00,160.71,19.28,391.01
8520,180.00,160.71,19.28,391.39
8540,180.00,164.28,15.71,366.71
8560,180.00,160.71,19.28,392.09
8580,180.00,160.71,19.28,392.48
8600,180.00,164.28,15.71,367.79
8620,180.00,160.71,19.28,393.18
8640,180.00,160.71,19.28,393.57
8660,180.00,164.28,15.71,368.88
8680,180.00,160.71,19.28,394.27
8700,180.00,160.71,19.28,394.65
8720,180.00,160.71,19.28,395.04
8740,180.00,164.28,15.71,370.35
8760,180.00,164.28,15.71,370.67
8780,180.00,157.14,22.85,421.12
8800,180.00,164.28,15.71,371.44
8820,180.00,164.28,15.71,371.75
8840,180.00,157.14,22.85,422.21
8860,180.00,164.28,15.71,372.52
8880,180.00,167.85,12.14,347.77
8900,180.00,164.28,15.71,373.08
8920,180.00,157.14,22.85,423.54
8940,180.00,160.71,19.28,398.92
8960,180.00,167.85,12.14,349.17
8980,180.00,167.85,12.14,349.41
9000,180.00,157.14,22.85,424.87
9020,180.00,160.71,19.28,400.25
9040,180.00,164.28,15.71,375.57
9060,180.00,167.85,12.14,350.81
9080,180.00,160.71,19.28,401.19
9100,180.00,160.71,19.28,401.58
9120,180.00,164.28,15.71,376.89
9140,180.00,164.28,15.71,377.21
9160,180.00,160.71,19.28,402.59
9180,180.00,160.71,19.28,402.98
9200,180.00,167.85,12.14,353.22
9220,180.00,167.85,12.14,353.47
9240,180.00,160.71,19.28,403.85
9260,180.00,157.14,22.85,429.31
9280,180.00,167.85,12.14,354.55
9300,180.00,164.28,15.71,379.87
9320,180.00,164.28,15.71,380.18
9340,180.00,160.71,19.28,405.57
9360,180.00,160.71,19.28,405.95
9380,180.00,167.85,12.14,356.19
9400,180.00,160.71,19.28,406.58
9420,180.00,164.28,15.71,381.89
9440,180.00,164.28,15.71,382.21
9460,180.00,160.71,19.28,407.59
9480,180.00,164.28,15.71,382.91
9500,180.00,164.28,15.71,383.22
9520,180.00,167.85,12.14,358.47
9540,180.00,160.71,19.28,408.85
9560,180.00,164.28,15.71,384.17
9580,180.00,164.28,15.71,384.48
9600,180.00,160.71,19.28,409.87
9620,180.00,167.85,12.14,360.11
9640,180.00,164.28,15.71,385.42
9660,180.00,164.28,15.71,385.74
9680,180.00,164.28,15.71,386.05
9700,180.00,160.71,19.28,411.44
9720,180.00,167.85,12.14,361.68
9740,180.00,160.71,19.28,412.07
9760,180.00,164.28,15.71,387.38
9780,180.00,160.71,19.28,412.77
9800,180.00,167.85,12.14,363.01
9820,180.00,167.85,12.14,363.25
9840,180.00,160.71,19.28,413.64
9860,180.00,160.71,19.28,414.02
9880,180.00,171.42,8.57,339.19
9900,180.00,164.28,15.71,389.51
9920,180.00,160.71,19.28,414.89
9940,180.00,160.71,19.28,415.28
9960,180.00,171.42,8.57,340.45
9980,180.00,164.28,15.71,390.77
10000,180.00,160.71,19.28,416.15
