time_ms,target_rpm,measured_rpm,error,pwm
20,180.00,60.71,119.28,845.73
40,180.00,114.28,65.71,476.64
60,180.00,189.28,-9.28,0.00
80,180.00,146.42,33.57,254.67
100,180.00,103.57,76.42,561.54
120,180.00,128.57,51.42,391.17
140,180.00,160.71,19.28,167.91
160,180.00,139.28,40.71,321.57
180,180.00,121.42,58.57,451.84
200,180.00,139.28,40.71,330.51
220,180.00,146.42,33.57,283.53
240,180.00,135.71,44.28,362.52
260,180.00,135.71,44.28,366.50
280,180.00,139.28,40.71,345.17
300,180.00,142.85,37.14,323.51
320,180.00,142.85,37.14,326.85
340,180.00,135.71,44.28,380.84
360,180.00,139.28,40.71,359.50
380,180.00,146.42,33.57,312.52
400,180.00,142.85,37.14,340.87
420,180.00,139.28,40.71,369.53
440,180.00,139.28,40.71,373.19
460,180.00,146.42,33.57,326.22
480,180.00,142.85,37.14,354.56
500,180.00,142.85,37.14,357.90
520,180.00,142.85,37.14,361.24
540,180.00,142.85,37.14,364.59
560,180.00,146.42,33.57,342.61
580,180.00,146.42,33.57,345.63
600,180.00,142.85,37.14,373.97
620,180.00,142.85,37.14,377.32
640,180.00,150.00,30.00,330.02
660,180.00,146.42,33.57,358.04
680,180.00,142.85,37.14,386.38
700,180.00,150.00,30.00,339.08
720,180.00,150.00,30.00,341.78
740,180.00,142.85,37.14,395.12
760,180.00,150.00,30.00,347.82
780,180.00,150.00,30.00,350.52
800,180.00,146.42,33.57,378.54
820,180.00,146.42,33.57,381.57
840,180.00,150.00,30.00,359.27
860,180.00,153.57,26.42,336.65
880,180.00,150.00,30.00,364.34
900,180.00,146.42,33.57,392.37
920,180.00,150.00,30.00,370.07
940,180.00,153.57,26.42,347.45
960,180.00,153.57,26.42,349.82
980,180.00,146.42,33.57,402.84
1000,180.00,153.57,26.42,355.22
1020,180.00,153.57,26.42,357.60
1040,180.00,150.00,30.00,385.30
1060,180.00,150.00,30.00,388.00
1080,180.00,157.14,22.85,340.06
1100,180.00,153.57,26.42,367.44
1120,180.00,150.00,30.00,395.14
1140,180.00,153.57,26.42,372.52
1160,180.00,157.14,22.85,349.57
1180,180.00,153.57,26.42,376.95
1200,180.00,150.00,30.00,404.65
1220,180.00,157.14,22.85,356.71
