time_ms,target_rpm,measured_rpm,error,pwm
20,180.00,0.00,180.00,999.00
40,180.00,85.71,94.28,660.94
60,180.00,189.28,-9.28,0.00
80,180.00,164.28,15.71,111.09
100,180.00,100.00,79.99,561.89
120,180.00,110.71,69.28,487.59
140,180.00,157.14,22.85,162.82
160,180.00,142.85,37.14,263.19
180,180.00,117.85,62.14,438.81
200,180.00,125.00,54.99,389.36
220,180.00,142.85,37.14,264.73
240,180.00,139.28,40.71,290.14
260,180.00,125.00,54.99,390.69
280,180.00,128.57,51.42,366.20
300,180.00,139.28,40.71,291.61
320,180.00,135.71,44.28,317.05
340,180.00,128.57,51.42,367.57
360,180.00,132.14,47.85,343.04
380,180.00,135.71,44.28,318.49
400,180.00,135.71,44.28,318.93
420,180.00,128.57,51.42,369.44
440,180.00,135.71,44.28,319.89
460,180.00,132.14,47.85,345.37
480,180.00,135.71,44.28,320.81
500,180.00,132.14,47.85,346.29
520,180.00,132.14,47.85,346.77
540,180.00,132.14,47.85,347.24
560,180.00,139.28,40.71,297.65
580,180.00,132.14,47.85,348.13
600,180.00,128.57,51.42,373.64
620,180.00,135.71,44.28,324.09
640,180.00,135.71,44.28,324.53
660,180.00,135.71,44.28,324.97
680,180.00,132.14,47.85,350.45
700,180.00,132.14,47.85,350.93
720,180.00,135.71,44.28,326.37
740,180.00,135.71,44.28,326.82
760,180.00,135.71,44.28,327.26
780,180.00,128.57,51.42,377.77
800,180.00,135.71,44.28,328.22
820,180.00,135.71,44.28,328.66
840,180.00,135.71,44.28,329.10
860,180.00,132.14,47.85,354.58
880,180.00,135.71,44.28,330.02
900,180.00,135.71,44.28,330.47
920,180.00,132.14,47.85,355.94
940,180.00,135.71,44.28,331.39
960,180.00,135.71,44.28,331.83
980,180.00,132.14,47.85,357.31
1000,180.00,135.71,44.28,332.75
1020,180.00,135.71,44.28,333.19
1040,180.00,135.71,44.28,333.64
1060,180.00,132.14,47.85,359.12
1080,180.00,135.71,44.28,334.56
1100,180.00,135.71,44.28,335.00
1120,180.00,135.71,44.28,335.44
1140,180.00,135.71,44.28,335.89
1160,180.00,132.14,47.85,361.37
1180,180.00,135.71,44.28,336.81
1200,180.00,135.71,44.28,337.25
1220,180.00,135.71,44.28,337.69
1240,180.00,135.71,44.28,338.14
1260,180.00,135.71,44.28,338.58
1280,180.00,135.71,44.28,339.02
1300,180.00,132.14,47.85,364.50
1320,180.00,139.28,40.71,314.91
1340,180.00,135.71,44.28,340.35
1360,180.00,132.14,47.85,365.83
1380,180.00,135.71,44.28,341.27
1400,180.00,139.28,40.71,316.68
1420,180.00,135.71,44.28,342.12
1440,180.00,132.14,47.85,367.60
1460,180.00,135.71,44.28,343.04
1480,180.00,139.28,40.71,318.45
1500,180.00,135.71,44.28,343.89
1520,180.00,135.71,44.28,344.34
1540,180.00,132.14,47.85,369.82
1560,180.00,139.28,40.71,320.22
1580,180.00,139.28,40.71,320.63
1600,180.00,132.14,47.85,371.11
1620,180.00,135.71,44.28,346.55
1640,180.00,139.28,40.71,321.96
1660,180.00,135.71,44.28,347.40
1680,180.00,132.14,47.85,372.88
1700,180.00,139.28,40.71,323.29
1720,180.00,135.71,44.28,348.73
1740,180.00,135.71,44.28,349.17
1760,180.00,139.28,40.71,324.58
1780,180.00,135.71,44.28,350.02
1800,180.00,135.71,44.28,350.47
1820,180.00,135.71,44.28,350.91
1840,180.00,135.71,44.28,351.35
1860,180.00,139.28,40.71,326.76
1880,180.00,135.71,44.28,352.20
1900,180.00,139.28,40.71,327.61
1920,180.00,135.71,44.28,353.05
1940,180.00,135.71,44.28,353.49
1960,180.00,139.28,40.71,328.90
1980,180.00,135.71,44.28,354.34
2000,180.00,135.71,44.28,354.79
2020,180.00,139.28,40.71,330.19
2040,180.00,139.28,40.71,330.60
2060,180.00,135.71,44.28,356.04
2080,180.00,135.71,44.28,356.49
2100,180.00,139.28,40.71,331.89
2120,180.00,139.28,40.71,332.30
2140,180.00,135.71,44.28,357.74
2160,180.00,135.71,44.28,358.19
2180,180.00,139.28,40.71,333.59
2200,180.00,139.28,40.71,334.00
2220,180.00,135.71,44.28,359.44
2240,180.00,135.71,44.28,359.89
2260,180.00,139.28,40.71,335.29
2280,180.00,139.28,40.71,335.70
2300,180.00,139.28,40.71,336.11
2320,180.00,135.71,44.28,361.55
